62   0.856903
61   0.975891
60   0.957263
59   0.984709
58   0.945978
57   0.94414
56   0.929243
55   0.981845
54   1.00783
53   0.970635
52   0.99664
51   0.984337
50   0.9841
49   1.02766
48   0.972439
47   1.05155
46   1.03861
45   0.98368
44   1.00809
43   0.991325
42   0.989896
41   0.965113
40   0.939102
39   1.05284
38   1.04087
37   0.972662
36   0.980653
35   0.993551
34   0.961802
33   1.01387
32   1.03706
31   1.04414
30   1.00396
29   0.994342
28   0.993199
27   1.00151
26   1.04742
25   1.05564
24   1.08135
23   0.971184
22   0.916638
21   1.026
20   0.978999
19   1.0785
18   1.03334
17   1.00605
16   1.02326
15   0.947529
14   0.943325
13   0.978369
12   0.965212
11   0.94848
10   1.05385
9   0.960673
8   1.04593
7   0.965207
6   0.930664
5   0.924364
4   0.906707
3   0.994952
2   1.11947
1   1.16553
